x,y,arg
-3.050704,3.6628668,1
10.93327,5.4273643,2
18.579319,3.2674887,2
-1.390549,-12.910864,1
12.460996,-2.1946187,2
-3.7919335,6.2142878,1
-16.529154,0.8360944,1
26.71232,3.804141,1
14.408181,-6.131067,1
2.3638315,5.068575,1
12.179674,13.428373,2
16.900162,-2.145851,2
0.6449965,18.982355,0
10.198125,1.4832758,0
3.3742323,16.914125,0
2.9091558,9.693659,2
6.57163,5.34748,1
-1.0278063,19.182259,0
10.682898,1.8456957,0
16.154581,1.1241643,0
3.5612924,9.692732,0
13.019525,7.9849086,2
16.269402,15.133969,2
-5.038404,13.452426,0
2.9780874,-4.7174687,0
6.2749567,14.635321,2
19.468842,11.377645,0
20.4628,4.0073643,2
-10.05228,7.069218,0
-9.747252,-1.5603676,0
11.350884,2.3924348,0
2.70722,17.20623,0
4.0230803,9.566577,0
11.63227,7.7599535,2
16.52651,14.86839,2
5.9091177,3.1642592,2
5.2355795,2.3610985,2
-5.017417,16.693682,0
11.650817,1.7920616,0
1.5638074,20.295301,0
8.876732,14.811925,0
7.8605037,4.745903,2
13.249327,15.44463,1
0.3959531,6.211358,2
0.4805099,7.507912,0
-10.544038,14.50004,0
10.180015,-0.7077264,0
17.234125,0.31646323,0
12.728289,3.338927,2
1.5637137,15.0314455,2
-4.4599447,10.043593,0
6.4259562,2.0417593,2
-2.7935195,7.777545,2
-5.180283,8.390216,0
19.82517,17.789059,0
14.744751,2.9864924,0
9.338274,16.954403,0
11.999335,7.593149,2
14.627342,12.419249,0
-4.822675,2.8949163,1
5.9435954,-16.023952,1
6.3093286,-6.5947804,1
-2.0488377,-1.8752689,1
11.352883,4.180181,2
16.388973,-2.265756,2
-8.041016,18.207111,0
8.311403,19.944777,0
2.6781058,19.613827,0
3.472941,10.312508,0
13.025776,7.8779297,2
16.303957,15.101229,2
-12.381504,7.322836,1
0.24453355,-13.767581,1
12.2269125,-6.7624283,1
1.7093676,3.833279,1
11.047789,4.7947044,2
15.870951,-1.5557913,2
-3.612947,20.331404,0
12.256482,19.317715,0
3.1596904,19.470943,0
3.3691745,10.47385,0
13.165459,7.996334,2
14.173709,11.5855665,1
-4.4352407,4.006067,0
8.454198,-0.65115386,0
6.507123,14.513831,0
8.555615,-5.3705044,2
23.241114,13.339986,0
-9.871208,-3.5660079,1
13.378314,0.1899224,2
18.182343,3.6751628,2
-13.815394,10.790984,2
-9.581464,7.486825,0
-1.3025573,-13.033556,1
12.505831,-2.1975918,2
-1.1525089,11.496666,1
-6.9119053,-9.466353,1
26.111284,4.026006,1
14.541312,-6.095051,1
-1.1555278,-2.0174901,1
0.114427395,14.508988,2
20.215298,5.7925644,2
4.9395094,2.3714347,2
-0.3382545,12.51962,0
-8.082638,9.078038,2
-9.205932,12.965135,0
-8.465326,15.291459,0
8.372537,-0.29980868,0
17.602877,0.9619211,0
8.686495,-5.5909758,2
23.23733,13.755244,0
-9.70847,-1.5263795,0
11.400927,2.3517945,0
2.6670222,17.250145,0
4.069382,9.551008,0
11.639845,7.706928,2
14.479919,11.164908,2
-10.97,0.31874156,2
-0.32846135,11.238399,1
4.6010094,-10.428603,2
-5.852987,14.487418,0
-10.555488,14.487527,0
9.717924,0.9719959,0
16.95429,0.89513475,0
8.847265,-5.869441,2
6.571792,5.345068,1
-5.039591,8.24722,0
11.233031,2.2519424,0
2.7308116,17.20291,0
8.576633,14.0480585,0
7.220645,3.9778893,2
-2.6823833,5.7863054,0
-7.5313773,-5.860811,1
4.492425,7.244208,1
4.130715,-2.673206,1
1.6103643,-8.683905,2
-1.7034304,12.676705,1
-16.558191,0.8481728,1
26.72866,3.79791,1
6.1992893,-5.921289,1
2.923699,-8.301205,1
8.394997,-3.545622,2
15.685523,-4.2317863,1
-15.0136385,-3.455656,1
-0.2797588,-17.601667,1
4.698943,-5.2962794,1
2.566286,-7.8229785,1
7.667551,-3.1278374,2
15.669746,-4.2192516,0
-4.728955,13.837431,0
8.0307865,0.22664851,0
3.5619836,16.4667,2
-1.3406595,9.641789,1
-14.376262,6.752961,1
26.699547,3.7981975,1
6.1771183,-5.9106264,1
2.916373,-8.274387,1
3.4471753,-7.1920123,2
15.640415,-4.270756,1
-5.7707324,6.587702,2
-9.177165,12.931883,0
-4.4415574,-1.7028841,1
0.16622593,-13.686044,1
11.791074,-6.866101,1
-2.0080101,-1.2186174,1
11.036723,4.811771,2
15.900279,-1.5612409,2
-5.8397827,8.857193,0
11.311828,2.3442554,0
14.912658,2.8471813,0
3.6704729,9.448797,0
11.842189,7.693747,2
16.320208,15.082221,2
-16.030333,8.465673,2
3.4494076,13.958082,0
-11.900001,-3.4736679,1
6.778687,-13.725525,1
5.4899287,-6.697939,1
-2.2693532,-1.6939143,1
11.222233,4.462149,2
16.143713,-1.954022,2
-2.3650007,-4.4298115,1
4.5947943,6.0695004,1
5.42225,-4.721567,1
-1.0661869,-1.1025848,2
17.731981,-8.659083,1
15.78577,-4.1305876,2
7.37767,7.360773,1
-5.9960656,2.634624,0
-7.7853575,3.543443,0
8.100714,1.7190242,2
7.663093,7.4883394,2
10.130207,7.5258236,2
5.685811,2.5421994,2
-0.9740921,-6.4018636,1
8.011875,9.982953,2
-3.5054884,5.9953847,2
-11.105612,5.0284867,0
6.6775436,1.5179199,2
3.6408408,12.746411,2
-1.8541884,1.0678054,1
12.924829,-1.6095546,2
-1.3097861,11.475839,0
-7.9088717,-2.646168,0
7.2755055,2.690251,2
3.6522474,12.750708,0
-6.2766786,-1.9168348,1
11.464946,-2.3332813,1
18.104935,-6.3126197,2
15.206888,5.9307137,1
-15.780092,-1.4910464,1
5.1672206,-16.453411,1
6.316375,-6.4864893,1
-1.0608871,-2.255972,1
12.22421,13.368293,2
16.790304,-2.2288604,2
-11.7707405,-3.7582462,1
6.9297795,-13.874913,1
12.885134,-6.664195,1
1.7238019,4.451275,1
2.1572535,-0.6178611,2
15.991666,-1.8836082,2
4.416146,2.7395082,2
-0.5487654,21.144548,0
-10.565045,14.481509,0
9.707716,0.9671738,0
3.4672384,16.812145,0
8.837166,-5.865402,2
6.556249,5.323573,1
-6.2691717,18.95478,0
7.8420095,0.7021919,0
8.604774,7.557605,2
19.304708,14.47881,0
-12.394441,7.3060746,1
0.19444121,-13.715917,1
12.112357,-6.812079,1
-1.9747986,-1.2449044,1
7.958675,-2.4244053,2
15.697795,-4.2009683,1
-10.907711,2.632303,2
-8.438222,7.8021283,0
-7.798551,9.392582,2
-7.8160605,5.4262495,0
-1.4708444,-10.033217,1
11.8801985,-2.4912226,1
18.116667,-6.2608247,2
22.118385,-3.6645882,1
4.306033,2.8107579,2
-0.34408203,12.757604,0
-5.6723895,-0.15434322,1
11.391238,-2.2340946,1
4.0434866,-1.5213757,1
2.0269868,-9.035201,0
5.642332,2.6413167,2
-1.962154,11.859111,0
-1.0714217,15.312442,0
-0.7043442,22.649115,0
8.486105,7.0252557,2
22.928572,8.500116,2
-7.2320714,-6.011339,1
4.5339065,6.3162484,1
4.488893,-2.928812,1
2.056982,-8.873342,2
17.748472,-8.67556,1
-6.902413,11.170114,0
10.190875,1.4727359,0
16.856985,0.94036585,0
12.275317,3.7773554,2
6.567123,5.3630404,1
-5.7267737,6.5337853,2
-8.398003,7.803813,0
-3.5389433,1.8488737,1
5.8798733,6.525401,1
10.449051,-4.83942,1
2.2321656,4.6870236,1
2.1412265,0.5161456,2
12.627615,10.069033,1
-5.0999813,8.307936,0
11.246531,2.2647967,0
2.7243235,17.203255,0
8.567469,14.033623,0
7.2328267,3.9889362,2
-2.615014,5.713308,0
-11.697944,10.810607,1
11.299224,-2.1088524,1
4.068514,-1.6193894,1
2.0467992,-9.047645,2
17.72421,-8.659765,0
-7.180223,-6.0514235,1
4.4986887,6.3607283,1
4.4916387,-2.927124,1
2.0313487,-8.864765,2
17.775915,-8.677939,1
-5.9609976,2.641657,0
6.971394,1.2757263,2
-2.879256,7.6530776,1
-4.096421,-0.23164351,2
3.4253387,13.918257,0
-8.143381,9.011836,2
-9.2003565,12.961873,0
4.3907604,2.786774,2
-5.292094,5.2265334,0
-3.259113,-5.178071,1
0.40542042,-4.923915,1
9.420371,-8.870958,1
1.9975944,2.3245585,2
21.77818,0.13882935,1
-11.267841,-7.878552,1
10.967662,-3.1548874,1
16.466002,-12.980344,2
23.234177,1.3875301,0
-12.986235,-1.1869572,1
7.6576343,-14.375683,1
5.228939,-6.3224945,1
-2.6223629,-1.4842135,1
8.434061,-2.8330684,2
15.716223,-4.1724668,1
-8.999868,1.7559566,1
4.94176,6.0429063,1
5.2210307,-5.030876,1
-1.2046379,-1.1308837,1
8.003254,-3.3967428,2
15.62202,-4.2678423,1
-2.9921062,14.564575,0
12.201481,19.36118,0
2.7951102,19.574633,0
9.76652,13.685255,2
19.573214,9.708748,1
-9.748714,10.734541,0
10.483197,23.009623,0
-2.253425,17.6639,0
7.380315,12.427017,0
18.698528,-3.0527554,2
13.597309,15.761545,2
-1.8563309,1.0219595,1
12.889266,-1.640149,2
-1.9043462,10.745121,0
-4.9460816,13.563957,0
2.7513866,-4.8000803,0
6.274813,14.606643,2
22.652727,8.132113,1
-5.530672,0.026498776,1
11.389967,-2.2667806,1
3.8819911,-0.9059571,2
15.251773,5.982059,0
-1.4662228,-10.028206,1
11.969503,-2.530881,1
18.148216,-6.3196793,2
22.094034,-3.748066,1
-4.4776583,-1.6680689,1
5.516163,6.274169,1
5.4265294,-5.4225044,1
-1.5365596,-1.4783509,1
5.2901525,0.42750266,2
16.146044,-3.0941615,2
-13.322022,3.032685,0
17.037462,5.6085935,0
7.6757283,7.7570744,2
23.62067,9.488391,2
-6.0100994,2.6459646,0
6.9790792,1.2819369,2
-2.2815106,11.945004,2
-2.9212186,-11.671384,1
12.603255,-2.139809,2
-1.8518158,10.741038,0
0.60526603,18.943048,0
5.4490557,21.601133,0
16.37254,0.6519344,0
2.7757125,9.644817,2
1.4569775,15.13826,1
-8.1005,9.059008,2
-7.844074,5.4527054,0
-6.0275536,2.6614213,0
6.993869,1.3123822,2
-2.7053792,7.2560086,1
-16.047121,5.1762486,0
11.393998,2.3527522,0
2.7225702,17.195484,0
7.720121,13.246279,0
6.847463,3.5657454,2
13.609574,15.79556,0
-12.159229,-3.1170208,1
5.712513,6.3756013,1
10.403581,-4.881411,1
1.870902,4.8784065,1
2.1669216,0.54425746,2
16.148676,-3.0833244,2
-13.510825,16.49521,0
13.494363,19.715225,0
9.547416,7.4793997,2
18.919683,14.91168,0
-7.7596154,22.84575,0
10.05296,1.345471,0
16.870926,0.9039339,0
12.253434,3.7883594,2
6.5632453,5.357385,0
0.5627206,18.909666,0
10.281987,1.5503314,0
16.759314,0.9541225,0
2.9296606,9.690964,2
23.269594,13.831532,0
-15.683138,-1.4836086,1
5.6745863,6.3479514,1
10.479453,-4.807924,1
2.0581272,5.0628357,1
2.1111991,0.47173703,2
12.667746,10.039104,1
-7.542754,-5.8384523,1
4.476989,6.403133,1
10.655595,-4.7179346,1
2.0512106,2.0559573,2
17.357832,11.708722,1
-1.0737108,15.313099,0
-0.72032446,22.675732,0
8.482725,6.9940667,2
19.64524,14.216553,0
-13.090967,-1.202483,1
7.6222672,-14.444534,1
5.2523255,-6.4479337,1
-2.6057022,-1.4908189,1
11.135073,4.6263857,2
15.962782,-1.8105083,2
-8.272507,11.524942,0
7.8000994,0.77531016,0
8.421224,7.4774284,2
19.24549,14.5351925,0
-16.933605,12.183086,0
9.995682,1.2732258,0
3.4088583,16.871304,0
8.824655,-5.86783,2
6.5693774,5.3481407,0
-13.327402,3.051695,0
7.682243,1.3440535,0
3.5861807,16.234592,2
19.32008,11.633822,1
-1.3327188,-13.011138,1
20.448082,-7.8005786,2
-1.9288179,10.65649,0
-9.403932,1.4592832,1
4.9706464,5.9615903,1
5.120621,-5.0581417,1
2.4985418,-8.263608,1
7.914755,-3.3876045,2
19.585487,6.158775,2
-3.6081944,20.325388,0
10.543101,1.7426621,0
16.242039,1.130816,0
8.856738,17.312372,0
13.203018,8.080831,2
16.314255,15.088073,2
-4.8308463,13.712836,0
8.124038,0.06812029,0
3.5340905,16.57472,2
19.338217,11.45154,1
-10.9418955,-14.117641,1
11.285518,-2.0776465,1
4.113295,-1.749127,1
-0.6623326,0.343156,2
17.695602,-8.642715,0
-3.6073585,20.324472,0
10.469743,1.6920094,0
16.250183,1.0395745,0
3.4984696,9.624093,0
13.160339,8.023644,2
14.438282,11.191219,0
9.361636,10.197413,0
6.435016,1.9060144,2
-2.2318568,11.944694,2
5.451167,-9.631356,2
0.88750404,12.443944,0
-16.556276,0.84872675,1
5.780777,6.4319825,1
5.9692173,-5.636349,1
2.814554,-8.357406,1
3.4692907,-7.079815,2
15.673663,-4.247318,1
-10.403262,-1.8758175,0
11.34099,2.3694315,0
14.895372,3.1472166,0
4.000609,9.53296,0
6.837162,3.5593565,2
13.614227,15.801948,2
-11.698798,10.814375,1
11.610397,-1.5541614,1
3.983148,-1.7724677,1
1.9347165,-9.290352,2
-1.7430699,12.663713,2
-5.606747,16.642368,0
9.442131,19.566507,0
1.6179917,20.243538,0
9.256398,14.379434,0
7.810262,4.5657387,2
13.438744,15.627894,2
4.896943,-10.205975,2
-3.7402723,-3.3512073,0
-16.920897,12.167744,0
-0.4399572,24.29988,0
4.5345078,18.774649,0
10.3462715,12.901777,2
19.767273,9.6033125,0
-8.274927,11.517984,0
11.473298,17.46286,0
4.5665913,15.190127,2
23.23552,8.945493,2
-1.7719723,1.073821,1
13.347946,-0.8533701,2
-1.908063,10.754734,0
-10.596568,14.444545,0
10.074816,-0.624297,0
4.77688,18.367743,0
10.535025,13.086711,2
23.486702,13.627973,0
-10.948053,-14.109829,1
16.77163,-5.6706033,1
10.971628,-9.412246,2
22.196857,-3.2507567,2
-8.288995,11.043749,0
11.443452,17.432936,0
4.6505504,15.150499,2
19.576038,11.513357,0
-13.743951,4.9759164,0
12.157552,21.566349,0
14.938289,2.6338942,0
3.3825915,8.588546,0
12.287488,7.6796794,2
16.450554,14.950733,2
-14.941247,-3.381447,1
5.066285,6.0448947,1
10.591064,-4.6969614,1
-1.4759703,-1.3327346,1
5.2861915,0.41816926,2
19.728271,6.113561,2
-9.730342,-1.5551139,0
16.831495,20.79517,0
-2.3562012,17.609802,0
7.3643603,12.386648,0
13.748612,-3.398987,2
-1.3542781,4.758336,0
-6.9414344,11.205563,0
4.802645,21.831139,0
17.077248,0.21265239,0
9.2607975,-6.2853456,2
23.283152,13.981811,0
-3.0041394,14.546882,0
12.241596,19.329302,0
2.762438,19.594128,0
3.421211,10.386999,0
19.84431,-1.6681247,2
13.229219,15.422985,1
-8.6320095,-4.8973327,1
13.506044,1.7242835,1
10.743029,-9.395066,1
-0.66627103,0.5166971,2
21.19205,0.48449996,1
-6.210914,-6.003918,1
8.290004,-11.642158,1
4.713389,-3.1549516,1
-0.23097982,0.78037024,2
21.353485,0.050884962,1
-8.767449,1.9289161,1
4.576398,5.973275,1
5.400727,-4.8980365,1
-1.1822387,-1.2181889,1
5.299094,0.4432804,2
16.138365,-3.0696719,2
-13.813388,16.811375,0
8.096503,1.7198474,0
3.5197563,15.519348,2
19.57209,11.840242,2
-7.079938,3.1978707,0
6.4340124,0.46719286,2
-2.9440238,7.5498977,0
-2.5172822,-4.5827594,1
0.34152016,-4.793733,1
5.8385024,-3.8824031,1
2.3891582,-7.955564,1
3.5436864,-7.2202444,2
15.648217,-4.137548,1
-15.955515,5.1317716,0
15.050897,19.45412,0
15.26706,3.9381459,0
9.396473,16.899155,0
10.755228,7.67812,0
6.8649526,3.676774,2
-2.5670211,5.69252,1
-9.414332,1.4508598,1
1.9571723,-2.0663273,1
11.165884,-7.034962,1
1.7320249,3.3358364,1
11.482268,-0.29090834,2
19.619349,6.285437,2
-7.6868706,3.5143037,0
6.544454,0.871473,2
-3.0269058,7.6334977,0
-6.800381,3.0259826,0
6.2843623,-0.18909504,2
-2.348714,11.987731,1
-11.271454,0.3250459,2
0.30313998,8.552374,2
-9.079117,1.6874837,1
2.0136158,-1.9993765,1
4.877159,-5.045847,1
2.4859123,-7.983411,1
3.5109396,-7.21838,2
15.653122,-4.2290626,1
-3.598719,1.7886177,1
9.42274,4.014966,1
14.780527,-6.0524926,1
2.3922286,4.7847047,1
1.5255466,0.057055816,2
12.319158,10.277578,0
-6.9101143,-9.464095,1
26.169914,4.005189,1
6.285966,-5.8640904,1
-1.1719018,-2.049635,1
12.1487665,13.445211,2
16.927628,-2.1130579,2
-8.057448,-8.326016,1
15.30935,-9.362273,1
16.45366,-12.973525,2
21.680447,-3.6006749,1
-10.971912,-14.086043,1
11.591014,-1.5805917,1
3.9891095,-1.7844803,1
1.957415,-9.28794,2
17.49106,-8.603197,0
-1.0875663,19.115078,0
9.098695,19.82272,0
1.9964758,19.960852,0
3.405304,10.0904,0
19.854485,-1.6658242,2
14.040271,11.607591,0
-13.918733,16.92255,0
7.938014,1.5782247,0
9.719606,7.4459267,2
23.736694,9.649023,2
-5.0820765,8.297283,0
19.839766,17.804983,0
0.9661222,21.281586,0
8.51562,14.116697,0
7.4290366,4.7687974,2
-2.1938658,5.384029,0
-10.951998,-14.10556,1
16.76811,-5.6329703,1
3.9921916,-1.8964758,1
1.9421833,-9.284313,2
-1.7371819,12.6730995,1
-16.02588,5.1937532,0
14.8259,19.143253,0
15.243329,3.904821,0
4.394403,9.56988,0
18.564295,-3.2264056,2
13.762137,15.935526,1
-2.8923614,-11.698577,1
15.347542,-7.5240636,2
18.546686,3.3026419,2
-10.164967,-3.8106892,1
13.370705,0.18535523,2
18.14994,3.7164323,2
-4.0720053,-5.466071,1
0.3657986,-4.8778334,1
5.7471275,-3.704169,1
2.3028874,-8.047041,1
7.886841,-3.1487803,2
19.281368,6.25687,2
-7.793321,9.393872,2
-8.159814,5.767123,0
-7.65434,13.503235,0
7.8908577,-18.239326,0
8.083567,7.5127044,2
19.141975,14.653685,0
-1.6586156,1.9174672,2
0.6243899,10.941038,0
-3.007139,14.549855,0
12.2809515,19.296137,0
2.7500632,19.5876,0
9.769937,13.678366,2
19.633327,9.648727,1
-13.152878,0.76443195,2
3.2014012,13.461005,0
-9.710961,15.337561,0
9.914262,-0.5069948,0
4.784001,18.08771,0
10.921485,13.299149,1
5.612836,2.7850032,2
10.87882,19.36344,1
-7.4382057,3.3841107,0
6.4628897,0.6371761,2
-2.7090528,7.245297,1
-4.423372,10.079406,0
6.4091287,1.9762009,2
-2.704442,7.228559,1
-3.931126,20.676943,0
5.549517,21.098083,0
16.238909,0.8488929,0
3.3330202,10.463339,2
1.5851911,15.015952,1
-9.307887,15.533642,0
9.661135,-0.31770846,0
4.660435,17.918425,0
10.974555,13.312032,2
19.823835,9.452704,0
-16.031105,8.46567,2
3.2641852,13.442718,0
-12.585825,12.395357,0
7.970035,0.35365915,0
3.5581412,16.388285,2
-1.3180768,9.586769,1
-6.6120386,13.052243,0
-0.426424,24.274569,0
4.576969,18.717405,0
10.422621,12.989249,2
23.442883,13.741153,0
-6.1395555,-6.0094523,1
8.3040285,-11.660424,1
4.8119364,-3.1791298,1
-0.23944303,0.7828705,2
21.362774,0.0056329314,1
-7.6523438,13.489767,0
7.8968773,-18.247913,0
8.017142,7.546358,2
23.411692,9.214061,2
-4.691997,13.882641,0
2.0898528,-4.8986583,0
8.874681,8.377688,0
8.500152,-5.2835064,2
1.541952,15.041735,2
-11.078543,4.9984746,0
0.63037926,-11.404112,2
-2.0817323,8.017123,1
-2.5538285,-4.6148925,1
0.30308372,-4.802269,1
5.87288,-3.800666,1
-0.60644066,-1.0564388,2
21.790754,0.20637995,1
-8.409572,3.7256243,0
4.0154104,24.62697,2
-2.5189562,12.143488,0
-4.919639,-5.6667757,1
7.832626,-11.002569,1
9.7503805,-9.303207,1
-0.12940244,0.9796657,2
16.873894,-8.142668,1
-13.902859,16.90361,0
8.0419655,1.6598123,0
9.664378,7.393242,2
18.939693,14.891603,0
-8.398221,3.7270193,0
4.001131,24.641708,2
-2.043308,7.3948994,1
-13.827182,4.888617,0
12.106519,21.535345,0
14.965152,2.6151352,0
9.250868,17.029505,0
10.698158,7.6958375,2
16.353338,15.050648,2
-8.634927,-4.892563,1
13.502107,1.7293879,1
10.625124,-9.392955,1
2.079818,1.8669422,0
5.687196,2.5831244,2
-7.910713,5.518064,1
-3.6550844,1.7237756,1
9.640404,4.058408,1
14.694481,-6.1059194,1
2.4501526,4.7318964,1
1.5115569,0.09020655,0
13.110627,-0.97445893,2
-1.3763299,11.376616,1
-6.141164,-6.006034,1
8.290857,-11.641529,1
4.7961664,-3.1618664,1
