x,y,arg
-0.28094292,0.7452485,2
21.342356,-0.0025035378,1
5.0100718,-10.12267,2
1.4612635,12.600179,0
-13.908713,16.912033,0
8.100408,1.7164129,0
9.63046,7.402031,2
23.716553,9.626383,2
-1.6429453,-12.540523,1
20.776808,-8.130158,1
-0.24899602,16.08022,2
23.860325,2.4459507,0
-3.5816536,20.296,0
12.233295,19.34475,0
2.7320287,19.593466,0
9.822346,13.609043,2
19.615553,9.667948,1
-11.714229,2.2134068,1
-4.7541356,-3.169441,1
3.9629524,-0.5300621,2
16.59502,8.981548,2
-4.6721644,13.897508,0
2.0857065,-4.8680634,0
6.0717473,14.646113,2
22.497744,7.89232,1
-11.756529,-3.7878308,1
7.542278,-14.374077,1
5.2909017,-6.4520793,1
2.9862351,-7.7991676,1
8.468235,-2.9045076,2
20.93953,6.264806,2
-15.008794,-3.449821,1
1.9940853,-2.0267067,1
4.841924,-5.0670037,1
-1.6508629,-0.7885038,1
11.43931,-0.26517093,2
15.662614,-2.154976,2
-8.271792,11.574386,0
11.453236,17.443121,0
8.233388,7.325092,2
23.200842,8.895721,2
-10.141389,-3.7931323,1
13.420677,0.1776768,2
18.157179,3.70622,2
5.001413,2.0022614,2
0.59982693,12.371929,0
-5.118491,-9.247588,1
11.398794,-1.6231277,1
11.638912,-9.81681,2
22.25971,-2.994525,2
-1.7414073,-8.232773,1
11.017475,-12.815448,1
3.2253394,0.5094763,2
16.058323,8.441192,2
-11.26372,-7.8814387,1
10.964328,-3.1684196,1
16.428043,-13.011148,2
23.254704,1.4157351,0
-7.694412,-10.475571,1
13.426862,-14.413884,1
3.9546764,-0.57712436,2
15.436936,6.1606035,2
-11.100558,5.020006,0
0.62427163,-11.397281,2
3.6520317,12.733826,0
-1.0688093,15.313514,0
-0.7069777,22.645868,0
4.770651,15.07334,2
19.60485,11.394172,2
20.458105,4.003538,2
-10.158744,6.9683824,0
-8.470269,15.301373,0
8.478816,-0.5109186,0
4.174431,17.351374,0
8.634941,-5.4714336,1
5.5427084,2.6712425,2
-1.633297,10.969459,1
-8.289378,10.9807415,0
7.129865,23.33193,0
4.636439,15.159471,2
19.640593,11.507566,2
-5.559096,16.608128,0
11.098992,2.1008525,0
2.7667716,17.178661,0
9.094073,14.569921,0
7.1834025,3.9335754,2
-2.6292086,5.7308764,0
-2.3647203,-4.435861,1
4.1552067,5.323698,1
10.315563,-7.5388217,1
-0.94952285,-0.9479424,1
11.589028,-0.41943967,0
5.822069,2.4604578,2
3.5892928,12.922504,1
-3.932233,20.684282,0
5.550589,21.000776,0
16.258665,0.7691663,0
3.3289177,10.4668665,2
1.5827993,15.015367,2
-8.0377035,-5.4473886,1
4.5181828,7.272638,1
4.06537,-2.6124194,1
1.5338459,-8.780178,2
17.222605,-8.469391,2
-1.0979277,15.3435955,0
-0.6538452,22.596132,0
8.487987,6.9898257,2
19.648834,14.209891,0
-8.269279,-8.130625,1
2.9820123,-13.401953,1
3.8327894,0.6439906,2
16.57306,8.947019,0
-6.7130394,-3.6072328,0
11.222861,15.833296,2
-2.0755563,8.167268,0
-13.490634,16.474997,0
13.490601,19.714832,0
3.420699,15.491348,2
19.774708,11.655989,2
-4.820945,2.8836226,1
5.979725,-15.992591,1
6.2868714,-6.5965924,1
-2.064721,-1.8515185,1
11.345839,4.1502595,2
16.314653,-2.2022219,2
-5.4465666,16.633007,0
9.729158,19.305647,0
1.5423437,20.32251,0
3.213156,8.949323,0
19.805439,-1.7327625,2
13.396626,15.586708,2
-6.8359237,-9.400054,1
9.37691,4.0658917,1
6.3650937,-5.7641063,1
2.9267523,-8.3173485,1
3.4673991,-7.1915,1
2.1964588,-0.0490549,2
13.2999525,9.762993,0
-4.821741,2.8817203,1
6.030063,-15.940853,1
6.2915854,-6.59037,1
-2.0060847,-1.8396676,1
8.439227,-3.2541304,2
20.787086,6.118915,2
-4.664985,13.921869,0
2.0788558,-4.872733,0
5.9320602,14.700878,2
19.309961,11.200639,2
-7.9976854,18.158722,0
8.303341,19.928812,0
15.955099,1.2447023,0
8.839721,17.329659,0
13.060556,7.9183083,2
14.181086,11.486752,0
-10.367914,0.2450299,2
-0.3440866,11.279915,1
-2.665398,-15.857564,1
11.433519,-2.8788545,1
13.021141,-10.277627,2
21.7949,-3.343813,2
-5.073777,-5.7191586,1
7.8372817,-11.00915,1
4.9193068,-3.2296925,1
-0.1374461,0.9569982,2
21.373543,-0.20899324,1
-4.388363,3.9567666,0
8.429582,-0.65937245,0
6.504941,14.510712,0
9.783074,11.791414,2
20.167034,9.10782,1
-1.7811403,-8.215414,1
11.079581,-12.753902,1
3.2610514,0.45121706,2
16.123514,8.502967,2
-1.3298601,-13.005581,1
20.448647,-7.800033,2
18.61559,3.2357662,2
-2.415451,-4.476383,1
4.1099796,5.2455554,1
10.327403,-7.5129566,1
1.841481,2.7047653,2
17.462458,11.854618,1
-10.098728,14.986213,0
10.073196,-0.63194054,0
4.8567514,18.200768,0
10.650706,13.155941,2
23.483566,13.693474,0
-10.964759,-14.092906,1
16.799887,-5.642972,1
3.9845283,-1.8856894,1
1.9909374,-9.250935,2
-1.7429435,12.686673,1
-19.583216,7.842898,0
16.35422,18.000494,0
-1.7372655,17.775898,0
6.1397686,12.104166,0
8.095523,5.2186937,2
-1.6105127,4.997907,0
-15.014993,-3.457403,1
-0.31152275,-17.60258,1
11.338831,-6.9452724,1
1.7070525,3.3700626,1
2.2037113,-0.47957954,2
12.13279,10.443168,0
4.4060125,2.6876407,2
-0.3736031,12.802306,0
-1.6122931,-12.586683,1
20.669628,-8.025537,1
17.034262,-11.445145,2
23.85952,2.4325905,0
-7.2120957,-6.03353,1
4.243214,7.0057945,1
4.6180553,-3.0304136,1
1.7467221,-8.73362,2
-1.7249194,12.687398,1
-4.336688,3.9086642,0
8.474806,-0.6157735,0
4.15499,17.337254,0
9.797528,11.806591,2
20.19553,9.076327,0
-8.648924,15.373138,0
9.089722,-0.24121198,0
4.2009706,17.418964,0
9.846707,11.845859,2
19.918982,9.357686,0
-4.9587812,-5.693651,1
7.15206,-9.792041,1
5.22192,-3.36442,1
2.2258728,-8.13563,2
16.938597,-8.211644,1
-10.770892,8.992788,0
20.68676,18.686934,0
-1.4849318,17.653326,0
6.145855,12.11285,0
8.130364,5.0803123,2
-1.7491825,5.0938897,0
-5.942021,18.716604,0
1.5175833,-4.501204,0
5.5454473,14.785939,2
22.573952,7.9818273,2
-14.98894,-3.429232,1
-0.22542122,-17.53506,1
4.725808,-5.3248463,1
2.53365,-7.8613005,1
7.7226377,-3.1284156,2
19.647184,6.235564,2
-6.253005,-1.9651368,1
13.406926,-14.433466,1
12.498109,-10.08876,2
15.390154,6.120264,2
-7.8370967,3.5950625,0
6.53801,0.89755934,2
-2.069599,7.369889,2
-8.094591,9.0649395,2
-9.205146,12.9674635,0
-5.440817,0.11148928,1
0.021296492,-8.563674,1
11.869399,-9.952029,2
22.109688,-3.0311732,1
-5.0950894,13.397527,0
2.8356106,-4.802964,0
17.761501,1.0454464,0
12.598125,3.4645228,2
-0.008020296,17.792896,0
5.038146,2.2010288,2
0.6203926,12.350132,0
0.58678025,18.921204,0
5.359221,21.685768,0
4.0194573,19.161104,0
2.7931721,9.679354,2
23.284348,13.94118,0
-1.6436671,-12.540644,1
20.779665,-8.133105,1
-0.23446581,16.077026,2
23.828144,2.4045067,0
-12.406532,7.296575,1
0.20485349,-13.721508,1
5.2544284,-5.9279103,1
2.894861,-7.7524734,1
7.983173,-2.4302878,2
15.708471,-4.185217,1
-5.617011,-0.08365383,1
19.472536,-12.353859,1
11.808077,-9.919578,2
15.090917,5.855735,2
-7.9961014,18.162796,0
8.278937,19.921778,0
15.9584,1.2311051,0
3.4588597,10.280857,0
13.130415,7.9473352,2
14.118702,11.493596,0
-5.076612,8.281874,0
19.85576,17.82059,0
14.66758,3.1496012,0
3.2143688,8.886708,0
18.987267,-2.6562748,0
5.809321,2.839338,2
-1.4789644,0.956962,1
13.129455,-1.0470588,0
12.985365,-1.1182152,2
-0.63612974,11.708961,2
-8.026049,-5.4542556,1
4.5468473,7.3452215,1
4.0119395,-2.659638,1
-0.79786724,0.30331653,2
17.244835,-8.511813,2
-4.6880565,13.893578,0
1.9907142,-4.874197,0
8.842624,8.34447,2
19.583324,14.256792,0
-19.54943,7.813273,0
16.243149,18.104712,0
-1.7623878,17.791365,0
6.1359715,12.109009,0
8.138385,5.264367,2
13.491738,15.654891,2
-9.293069,15.510718,0
9.673768,-0.3224054,0
4.72141,17.959873,0
11.025848,13.338396,2
19.781395,9.493826,0
-11.6825075,2.246708,1
-4.7912354,-3.1968577,1
13.0126095,-10.264344,2
21.840513,-3.2083054,2
-6.7946305,3.0219934,0
6.502345,-0.016346086,2
-2.3071814,11.949429,1
-5.7001343,6.5213227,2
-8.396911,7.8103867,0
-2.7794747,-7.9382057,1
18.268496,-10.8380375,1
3.64557,0.7388165,2
23.631172,1.9768193,0
-2.6507545,-15.851268,1
11.424867,-2.8568912,1
3.7632074,0.006150558,2
15.345925,6.0363293,0
-5.2727284,8.458623,0
19.805593,17.770742,0
1.0762911,21.11907,0
8.518975,14.308132,0
19.15372,-2.4368324,2
14.591544,12.368557,0
-1.4751413,-10.016422,1
19.861938,-9.5021715,1
3.6294894,0.7245458,2
23.61409,1.9492229,0
-8.2173395,-8.178524,1
2.9998074,-13.384964,1
16.491812,-12.7707405,2
21.790182,-3.7603333,1
-7.726216,-10.49458,1
13.426397,-14.413637,1
12.75129,-10.165732,2
15.495258,6.2096434,0
-13.959936,16.96481,0
7.3818483,1.2653267,0
9.504192,7.4628544,2
-1.3408937,9.628142,2
-13.812627,10.79496,2
-9.681699,7.396453,0
1.8501678,7.8572197,0
7.9874387,0.2989305,0
8.802245,8.229924,2
-1.3154746,9.616514,1
-7.422568,0.9173076,2
-5.279695,5.221204,0
-8.49641,3.7725418,0
0.6805403,-11.4579735,2
-2.6511638,7.1734815,1
4.32473,2.8161986,2
-0.34315962,12.769904,0
-13.470677,16.455288,0
13.492988,19.71212,0
3.3869784,15.454426,2
19.711163,11.765648,2
-12.166599,-3.1137679,1
5.743533,6.4038706,1
10.452973,-4.8332357,1
-1.7038121,-1.6320726,1
5.295159,0.4539524,2
16.154184,-3.0771265,2
-13.061334,-1.2622237,1
7.609475,-14.428152,1
12.755404,-6.695123,1
1.7522479,4.290246,1
2.2627325,-0.6060711,2
12.063177,10.499696,0
-2.3364806,-4.402494,1
4.588082,6.05054,1
10.614637,-4.682753,1
-1.0632977,-1.083855,1
5.2805147,0.4523216,2
16.14246,-3.062146,2
-4.7071214,-5.601065,1
6.782789,-9.407769,1
9.374834,-8.933465,1
-0.3870582,1.2398556,2
21.417036,-0.2770391,2
5.2268643,-9.945248,2
1.4832236,12.620196,0
-16.11905,5.3265266,0
15.1566515,19.609879,0
15.144053,3.768979,0
4.3923125,9.545085,0
18.452618,-3.342418,2
13.758085,15.930881,1
-5.07396,-5.718999,1
7.8852205,-11.067088,1
9.757271,-9.306928,1
2.0618877,2.0391226,2
17.397402,11.787236,1
-3.9619615,20.718718,0
10.370936,1.6144531,0
3.4084318,16.892672,0
3.2133622,9.658894,2
23.183912,13.813351,0
-5.9831653,2.6398346,0
6.5218616,-0.06258808,2
-3.2352388,7.859749,0
-10.172552,14.910552,0
10.001861,-0.5534334,0
4.7511587,18.409842,0
9.040451,-6.1390643,2
23.482878,13.630436,0
-9.275117,15.514698,0
9.677105,-0.34567168,0
4.627443,17.877546,0
10.98364,13.318321,2
19.783293,9.4990015,0
-3.2531867,-5.168471,1
0.36392856,-4.870946,1
5.8631,-3.7835453,1
2.2523391,-8.087231,1
3.5393786,-7.2109327,2
19.966776,5.980702,2
-13.54348,5.248325,0
12.505965,21.811037,0
1.4661853,20.40626,0
3.3378973,8.613167,0
19.587463,-1.9553139,2
13.278457,15.473913,1
-4.4843917,-1.6676085,1
0.17199081,-13.749495,1
11.844003,-6.83694,1
1.7025431,3.7915113,1
2.2497633,-0.5115975,2
12.108637,10.460434,0
-6.232174,18.934591,0
1.1948031,-3.9888384,0
5.1952205,14.869522,2
19.400055,11.159344,0
-13.786322,4.934834,0
12.129008,21.555124,0
1.3281586,20.60656,0
8.686979,14.778023,0
7.6034765,4.8130045,2
-2.0950062,5.310302,0
-3.6226354,1.7552024,1
9.516229,3.9375849,1
6.5311313,-5.4582596,1
16.21921,-10.066587,1
8.330848,-3.7161224,1
5.310036,4.680374,2
13.33929,9.745515,1
-1.7203656,-8.238298,1
11.020781,-12.811038,1
17.034424,-11.659053,2
23.793016,2.3323882,0
-5.9615,2.6691484,0
6.475278,-0.06524519,2
-3.20626,7.8300424,0
-19.569046,7.8191333,0
16.28401,18.062105,0
-1.6482822,17.804127,0
5.4016786,9.951043,0
11.818891,7.5538025,2
16.434383,14.966266,2
-7.812148,9.378616,2
-8.186779,5.7961664,0
-6.6517153,15.010629,0
3.2446873,-4.9733076,0
6.404609,14.579446,2
19.463177,11.3033085,0
-5.0468593,8.254165,0
19.84936,17.814072,0
0.98279667,21.285484,0
8.514065,14.099868,0
7.4157104,4.7783127,2
13.364168,15.536753,2
5.391316,-9.737098,2
1.2798076,12.5575905,0
-12.055485,-3.2504401,1
6.1024094,-15.849236,1
5.594063,-6.739152,1
2.948362,-7.8538556,1
3.5028353,-7.151242,2
20.02697,5.9217186,1
-8.769155,1.9349747,1
4.321696,5.6101604,1
5.3269973,-4.8111153,1
-1.0464118,-0.90127933,1
7.9129252,-3.1679416,2
19.276937,6.260811,2
-12.583944,12.394805,0
1.8725367,-4.799033,0
5.795181,14.751478,2
19.23834,11.141133,2
-4.305722,-5.5418086,1
6.698223,-9.316511,1
5.289351,-3.399607,1
-0.4117509,1.4208076,2
17.027466,-8.2987585,2
-2.0200086,-8.05853,1
11.076387,-12.757308,1
3.137328,0.4610968,2
16.083538,8.465065,2
-15.794186,-1.4149097,1
5.124331,-16.481722,1
14.194915,-6.223557,1
-1.0213999,-2.3070226,1
12.233005,13.378798,2
20.367231,5.8058014,2
20.462389,4.005088,2
8.235855,11.66742,0
-8.258624,-8.13842,1
3.0128815,-13.372294,1
16.53533,-12.647303,2
23.423727,1.64375,2
-11.697903,10.811899,1
11.454406,-1.609705,1
3.9773052,-1.6147004,1
1.9791548,-9.25473,2
17.492584,-8.585659,1
-6.6644106,15.015753,0
3.1006641,-4.857533,0
6.466053,14.551478,2
22.739351,8.238532,2
10.411088,7.5717115,2
5.655257,2.7911427,2
-7.7590623,22.846106,0
4.7486887,21.852278,0
4.138096,19.081894,0
10.190429,12.724191,2
19.714323,9.594162,1
-1.6654994,1.9679788,2
0.6097498,10.961142,0
-2.1569157,-8.0258255,1
12.026577,-2.4001515,1
3.3903158,0.3087945,2
16.224277,8.608161,2
-10.781824,-0.8333867,1
12.986817,-14.835378,1
12.146899,-10.011177,2
22.110106,-2.9872558,1
-4.450782,10.051331,0
6.768268,2.1885333,2
3.6638434,12.73533,1
-13.816035,4.901194,0
12.089027,21.518929,0
14.920598,2.657367,0
3.3935745,8.588085,0
19.402159,-2.1558585,2
13.196881,15.391141,1
-7.466846,0.97714365,2
-8.198582,5.8091497,0
-6.1873894,18.957907,0
1.1669551,-3.9559143,0
8.740734,8.266479,2
19.605145,14.235427,0
5.384536,-9.7458935,2
1.2867635,12.554952,0
4.33799,2.7825294,2
-0.55385256,21.14367,0
-1.3157015,-12.987107,1
20.434557,-7.784782,2
-3.5379374,6.030974,0
-4.4453297,-1.6157544,1
0.20042163,-13.723366,1
11.794578,-6.8737564,1
-1.9718176,-1.21279,1
11.004698,4.792496,2
15.861969,-1.6206348,2
-7.9940352,-5.488503,1
4.4719453,7.241792,1
10.187947,-9.422406,1
2.0284712,2.005211,2
17.418036,11.797393,1
-13.882962,16.885826,0
7.981966,1.6117644,0
3.580798,15.525798,2
23.709003,9.615897,2
4.501624,-10.51735,2
-5.835105,14.463359,0
-15.731197,-1.4744877,1
5.8173404,-16.131838,1
6.3527336,-6.4899282,1
2.9524887,-8.01926,1
3.44896,-7.18311,1
2.5915585,0.69313663,2
13.327438,9.735843,1
-13.087936,0.69646853,2
3.2172027,13.448313,0
-2.2324333,-4.3011603,1
4.2343984,5.5338554,1
5.4615664,-4.7378573,1
-0.8830089,-0.9061447,1
11.618848,-0.44559458,2
15.834749,-2.136487,2
-5.762884,6.5810146,2
-5.759389,11.091285,2
-1.6273575,-8.3374815,1
11.732914,-12.281583,1
17.097282,-11.556548,2
23.805014,2.3749268,0
-8.426359,3.7247272,0
4.002316,24.640234,2
-2.0332897,7.4118156,1
-2.3766203,-4.41705,1
4.1704383,5.341138,1
10.328796,-7.5126777,1
1.7955824,2.8508093,2
17.490324,11.881104,1
-2.5171008,-4.5832014,1
0.32584888,-4.8341484,1
5.882409,-3.810156,1
-0.60998523,-1.0566329,2
21.744616,0.17080541,1
-4.4066124,3.985692,0
8.447495,-0.62458426,0
6.4869905,14.533654,0
8.568301,-5.3704743,2
23.286505,13.3501835,0
-3.599462,20.316628,0
12.282845,19.293072,0
3.1715717,19.462702,0
9.793286,13.633101,2
23.338505,13.955227,0
-5.8455653,8.858116,0
12.0723295,21.503918,0
14.834227,2.8405805,0
3.3960805,8.606055,0
19.183636,-2.4011643,2
13.166626,15.350894,1
-9.81087,-3.5123587,1
13.43804,0.2041896,2
18.206312,3.6546404,2
-2.7689333,-7.9435005,1
18.302788,-10.878361,1
16.906963,-11.851573,2
23.67763,2.085474,0
-4.339544,3.97028,0
8.407591,-0.52647686,0
4.1768947,17.349998,0
9.807948,11.816228,2
20.243979,9.029003,1
-5.7398934,6.5539565,2
-5.734925,11.045663,2
-13.840922,4.8716297,0
12.059461,21.502403,0
14.913682,2.679065,0
9.224894,17.05037,0
10.692596,7.7055893,2
14.587005,12.716961,0
-6.607852,13.04803,0
-0.48836905,24.338232,0
4.584081,18.729134,0
10.453008,13.0167675,2
19.738932,9.528526,0
-4.008641,20.763788,0
5.5535235,21.110952,0
3.3861015,19.39881,0
9.920446,13.492525,2
23.302174,14.021797,0
-6.881455,-9.441984,1
9.344572,4.091368,1
6.478524,-5.716849,1
-1.1541313,-1.9890903,1
0.112624,14.504581,2
20.249216,5.724207,2
-7.752183,9.446715,2
-8.102314,5.7078867,0
-5.7889533,6.6048365,2
-5.7443113,11.057824,2
-10.799274,12.811319,0
-0.6884306,22.638184,0
5.014976,14.952497,2
22.723877,8.227663,2
-5.1132855,-9.25425,1
11.440342,-1.6161599,1
3.994868,-1.5217373,1
-0.6546081,0.42744738,0
5.7507057,2.5500083,2
-1.5596823,11.559074,2
5.355895,-9.773582,2
1.2923819,12.557778,0
-11.946197,-3.399094,1
6.791643,-13.736651,1
13.011068,-6.648281,1
1.7770685,4.801616,1
2.1518607,-0.5516602,2
16.118212,-2.0312712,2
-1.0696945,15.312738,0
-0.6720099,22.65408,0
5.0230427,14.94503,2
19.476458,11.251381,2
-4.435675,3.9927764,0
3.1590254,-4.909209,0
6.507025,14.509001,0
9.796954,11.811898,2
20.143106,9.115281,1
-5.7049046,6.513428,2
-8.394054,7.776634,0
-9.477581,1.4091802,1
1.9967223,-2.029934,1
4.9348,-5.009986,1
-1.6509345,-0.77433425,1
11.437134,-0.23551096,2
15.726382,-2.1923652,2
-6.337016,-1.9168023,1
11.502963,-2.3138108,1
18.108725,-6.3091993,2
22.100843,-3.1219788,1
0.3653235,6.161911,2
0.4644028,7.488577,0
-5.7517977,20.199286,0
9.147178,19.780489,0
15.568042,1.6494217,0
8.823483,17.34774,0
12.607699,7.740588,2
14.09354,11.670347,1
-9.810612,-3.5131524,1
13.52262,0.3119028,2
18.215359,3.6484482,2
-2.662684,-15.843638,1
11.41929,-2.890806,1
13.028412,-10.2844305,2
21.801403,-3.3453872,2
-11.68693,2.2049215,1
19.404856,-5.291969,1
3.9651625,-0.52466047,2
16.561909,8.95932,2
-0.121309735,-9.897682,1
8.017548,9.980866,2
-2.0688872,10.529352,0
5.0119195,-10.126568,2
1.4311168,12.570991,0
-8.273165,11.566549,0
11.447837,17.445202,0
8.208481,7.253752,2
23.18602,8.869863,2
-3.0675108,3.6629362,1
20.396301,-7.7489715,2
-3.5154674,6.06994,0
-6.1086645,18.845943,0
1.4225816,-4.383586,0
5.407027,14.8107605,2
19.207563,11.076772,2
4.461372,2.6643648,2
-0.34441626,12.700062,0
-3.62193,1.7657741,1
9.592026,3.938882,1
14.788746,-6.0610995,1
2.3765676,4.7439284,1
1.4822226,0.092448495,2
12.336821,10.25949,0
-15.018108,-3.4579473,1
5.1291275,6.0725083,1
10.628733,-4.6543036,1
1.7352173,3.4171343,1
2.1741529,0.49031547,2
12.621626,10.070221,0
-16.955385,12.200388,0
-0.4943294,24.364983,0
17.155594,0.16774742,0
12.617668,3.435818,2
1.5560957,15.041036,2
-12.145784,7.6078687,1
9.121348,5.7853155,1
12.11551,-6.792029,1
-2.328514,-1.345867,1
7.974525,-2.4437582,2
15.739339,-4.149806,1
-13.865555,4.8481736,0
12.054539,21.489885,0
1.1582974,20.941944,0
8.559201,14.470236,0
7.4390016,4.830727,2
-2.104499,5.3007073,0
-13.792982,10.813763,2
-10.132763,6.994828,0
-9.206633,15.476278,0
9.246943,-0.23552804,0
17.396086,0.6860315,0
12.667583,3.399764,2
1.5286438,15.061428,2
4.4334717,2.760324,2
-5.291715,5.217266,0
-3.070289,23.258139,0
7.301447,7.3286343,2
-2.34723,11.9932575,2
-1.7182245,-8.258637,1
11.756439,-12.24718,1
17.109192,-11.578421,2
22.299887,-4.2622995,1
-3.5736198,1.8048435,1
9.440472,4.002222,1
6.50237,-5.527479,1
-1.155744,-1.8779976,1
8.383171,-3.7536812,1
5.306675,4.6737065,2
13.335154,9.738121,1
-15.942973,5.124694,0
14.948815,19.29311,0
-2.3326895,16.569984,0
7.6085386,13.2107725,0
13.786381,-3.3327065,2
-1.451748,4.849657,0
5.201669,-9.97691,2
1.4681036,12.611669,0
-11.785507,-3.7274601,1
6.879787,-13.823999,1
5.421823,-6.641777,1
-2.4428766,-1.6078204,1
8.462961,-2.9290912,2
20.919086,6.2373476,2
-8.090102,-8.291093,1
15.298159,-9.345777,1
3.912681,0.03627947,2
23.272476,1.4339187,2
4.605567,-10.412863,2
-5.8127003,14.449493,0
-10.833019,12.776171,0
7.8609304,0.65695494,0
8.629362,7.579469,2
-1.3447455,9.652147,2
-10.37618,-1.8425399,0
16.832285,20.7956,0
-2.33,17.647385,0
7.379385,12.411928,0
13.78074,-3.3675246,2
-1.3688841,4.774356,0
-16.059328,5.2752724,0
15.183151,19.639029,0
-2.3568115,16.63322,0
7.6486883,13.168911,0
18.54708,-3.24299,2
14.993549,12.603804,2
-13.498206,5.292658,0
11.1598835,2.0256395,0
15.184491,2.182323,0
3.5720646,9.537037,0
6.822422,3.552007,2
14.504492,11.1367855,0
-12.14167,7.6121197,1
9.148234,5.806123,1
12.133078,-6.7791276,1
-2.5310752,-1.4395998,1
11.06712,4.769461,2
15.927984,-1.6587344,2
-15.037904,-3.4810998,1
-0.31478843,-17.601608,1
11.289331,-6.9805436,1
1.68417,3.356745,1
11.331137,-0.16747895,2
19.682478,6.1980896,2
-7.4132667,3.3688045,0
6.7410345,1.3386136,2
-2.8410149,7.612578,0
-16.025452,8.463086,2
3.339493,13.556474,0
-11.127706,5.046768,0
0.63852555,-11.413028,2
3.6263504,12.711086,0
-9.99408,3.9068732,0
16.424164,17.93235,0
-1.4747097,17.65687,0
6.135499,12.103553,0
8.085072,5.0625873,2
-1.7623253,5.112701,0
-3.009194,14.546046,0
10.514435,1.7173382,0
16.207226,1.0961983,0
3.5196981,9.570131,0
6.826061,3.5494819,2
14.454842,11.1701765,0
-9.762054,20.960743,0
-4.306419,11.519305,0
3.9820826,15.4785,2
19.320774,11.80015,2
-8.000394,-5.4760513,1
4.4805207,7.296937,1
4.0717583,-2.6232123,1
-0.79500216,0.551039,2
21.25192,0.45263666,1
-4.7995076,-5.6502156,1
7.135538,-9.77928,1
5.303977,-3.4336207,1
-0.2539859,1.0929404,2
16.920311,-8.205042,2
-6.186709,-5.9763584,1
8.265961,-11.605849,1
9.950373,-9.440712,1
2.075386,2.0329,2
17.374207,11.755593,1
3.546244,-11.5082445,1
-0.2988376,-17.58123,1
4.6388855,-5.3544683,1
-1.7796954,-0.7491594,1
11.349192,-0.16170542,2
15.626129,-2.1560018,2
-2.9199321,-11.670708,1
12.588796,-2.1514149,2
18.664942,3.1799963,2
-10.939111,0.31713495,2
-0.32699433,11.238494,1
-5.4356856,16.628042,0
9.726554,19.30989,0
15.368119,1.8866339,0
3.174548,9.018688,0
19.73897,-1.7996157,2
13.347136,15.537831,1
-4.5510554,-1.645654,1
0.42676532,-17.143784,1
11.588261,-6.891334,1
1.6914333,3.72497,1
10.988391,4.796555,2
20.132359,6.5059805,2
-4.8267446,2.8807445,1
5.959333,-16.008558,1
13.516855,-6.519109,1
1.8793439,4.962903,1
2.0073736,-0.26885217,2
12.107148,10.4583845,0
-3.0525284,3.6570854,1
10.941477,5.380952,2
-1.9132644,10.679917,0
-6.2986016,-1.8857031,1
13.196719,-14.634215,1
12.482385,-10.102145,2
15.373283,6.1027226,2
-11.711233,2.2186415,1
-4.7123504,-3.2030213,1
3.95625,-0.48940426,2
15.553083,6.262051,0
-5.7472477,20.207983,0
11.032489,2.0844865,0
15.481602,1.7736224,0
3.632271,9.525852,0
6.828701,3.5689864,2
13.571147,15.762229,0
-3.659404,1.7154597,1
9.501409,3.9743707,1
6.501571,-5.468602,1
-1.1242023,-1.9266374,1
0.110874414,14.501772,2
16.983515,-2.0315373,2
-4.9589977,13.555442,0
2.8640862,-4.7942076,0
17.766298,1.0516579,0
8.529978,-5.3312683,2
1.4824563,15.099389,0
4.9770017,2.078161,2
0.56036335,12.373343,0
-10.379841,0.28199005,2
0.2245389,11.072395,0
-5.615131,16.642462,0
9.475345,19.543028,0
1.599033,20.268446,0
3.2199094,9.092604,0
19.895811,-1.7479113,2
13.399086,15.5899,1
4.997025,-10.128256,2
-3.7455313,-3.3416352,1
-16.948242,12.194739,0
-0.4269256,24.346407,0
17.182907,0.20241183,0
9.191374,-6.2908597,1
5.7393694,2.8341172,2
10.8720665,19.3636,1
-13.925785,16.927725,0
8.0100765,1.6334326,0
3.6326213,15.55548,2
19.413654,11.813259,2
-1.6694361,1.5979834,1
13.115852,-0.9734515,2
-3.5890598,6.0799623,0
5.4369793,-9.640179,2
0.9248647,12.467227,0
-3.6049733,-9.3705,1
2.8939023,-13.4894,1
16.69661,-12.187407,2
22.068445,-3.9455054,1
-1.6534612,1.2314289,1
12.961556,-1.530062,2
-3.7895706,6.2007723,1
-7.9957695,18.163248,0
8.326451,19.949238,0
16.01553,1.1923362,0
3.4105413,10.3876,0
13.073835,7.9009433,2
14.146539,11.525362,0
-11.110778,5.028938,0
0.6482062,-11.423755,2
-2.5238092,12.157654,0
-4.6788845,13.884266,0
2.5521598,-4.827214,0
6.0953074,14.647833,2
22.558193,7.984702,1
4.5940213,-10.435342,2
-5.829689,14.465113,0
-5.833976,-5.9474893,1
7.947468,-11.157308,1
4.7925735,-3.161636,1
-0.1999101,0.7743787,2
16.969234,-8.2295475,1
-1.6010524,1.2425421,1
13.249979,-1.0054476,2
-1.9000317,10.714659,0
-3.6073434,1.775185,1
9.56206,3.9123416,1
6.52027,-5.4753385,1
16.24017,-10.086642,1
8.284276,-3.7109146,1
5.307438,4.6841207,2
-9.550607,7.4908953,1
-12.138131,7.617812,1
9.106967,5.844485,1
5.2538958,-6.2768784,1
-2.5165071,-1.4291444,1
7.9502854,-2.4307785,2
20.794691,6.3583436,2
-13.638662,16.627855,0
8.090549,1.7132019,0
3.3800082,15.455913,2
19.616638,11.86487,2
-7.4648204,0.9747516,2
-8.167678,5.775065,0
-3.8251133,20.559418,0
